viewer_name	primary_emotion	secondary_emotion
viewer_2033	love	action	
viewer_8931	love	violence	
viewer_9860	love	happiness	
viewer_659	love	violence	
viewer_9134	love	violence	
viewer_9108	love	violence	
viewer_5194	love	violence	
viewer_7941	love	happiness	
viewer_7083	love	action	
viewer_5769	love	action	
viewer_2723	love	action	
viewer_4204	love	violence	
viewer_240	love	horizons	
viewer_979	love	violence	
viewer_7349	love	action	
viewer_9844	love	violence	
viewer_5110	love	violence	
viewer_230	love	action	
viewer_8642	love	action	
viewer_9286	love	action	
viewer_8772	love	violence	
viewer_3250	love	horizons	
viewer_8340	love	action	
viewer_5933	love	action	
viewer_2141	love	violence	
viewer_5247	love	happiness	
viewer_5574	love	action	
viewer_3747	love	violence	
viewer_9879	love	violence	
viewer_1351	love	action	
viewer_5501	love	violence	
viewer_2451	love	violence	
viewer_7808	love	action	
viewer_4960	love	happiness	
viewer_9396	love	action	
viewer_3069	love	action	
viewer_3955	love	happiness	
viewer_6211	love	happiness	
viewer_5781	love	violence	
viewer_8336	love	violence	
viewer_4025	love	action	
viewer_5233	love	action	
viewer_2025	love	action	
viewer_4689	love	happiness	
viewer_9195	love	violence	
viewer_982	love	happiness	
viewer_9310	love	action	
viewer_2568	love	violence	
viewer_7006	love	action	
viewer_5413	love	violence	
viewer_112	love	violence	
viewer_5340	love	violence	
viewer_4460	love	violence	
viewer_1192	love	violence	
viewer_5291	love	violence	
viewer_6402	love	action	
viewer_1224	love	violence	
viewer_5433	love	violence	
viewer_6205	love	violence	
viewer_9591	love	violence	
viewer_1494	love	violence	
viewer_6165	love	violence	
viewer_7957	love	violence	
viewer_7015	love	violence	
viewer_7093	love	action	
viewer_8327	love	violence	
viewer_518	love	happiness	
viewer_9142	love	violence	
viewer_6935	love	violence	
viewer_4964	love	happiness	
viewer_8953	love	violence	
viewer_8697	love	action	
viewer_4779	love	violence	
viewer_724	love	violence	
viewer_8612	love	happiness	
viewer_441	love	violence	
viewer_3006	love	violence	
viewer_9459	love	violence	
viewer_9887	love	happiness	
viewer_2275	love	violence	
viewer_8257	love	happiness	
viewer_4283	love	action	
viewer_9121	love	action	
viewer_5490	love	happiness	
viewer_8164	love	violence	
viewer_2617	love	action	
viewer_1176	love	violence	
viewer_7225	love	happiness	
viewer_3797	love	violence	
viewer_5796	love	violence	
viewer_5182	love	violence	
viewer_5226	love	violence	
viewer_8357	love	violence	
viewer_2653	love	violence	
viewer_2938	love	violence	
viewer_6187	love	happiness	
viewer_9822	love	violence	
viewer_6480	love	violence	
viewer_3264	love	happiness	
viewer_7013	love	violence	
viewer_77	love	violence	
viewer_4148	love	happiness	
viewer_3868	love	horizons	
viewer_3566	love	happiness	
viewer_7465	love	violence	
viewer_6783	love	violence	
viewer_5307	love	violence	
viewer_2906	love	action	
viewer_698	love	violence	
viewer_1395	love	happiness	
viewer_1230	love	violence	
viewer_5877	love	violence	
viewer_1872	love	action	
viewer_4580	love	violence	
viewer_6156	love	violence	
viewer_5916	love	happiness	
viewer_9390	love	horizons	
viewer_9	love	happiness	
viewer_3961	love	action	
viewer_4946	love	violence	
viewer_9495	love	violence	
viewer_4363	love	action	
viewer_5775	love	happiness	
viewer_4891	love	action	
viewer_7652	love	violence	
viewer_4364	love	violence	
viewer_4330	love	action	
viewer_2127	love	violence	
viewer_9478	love	violence	
viewer_2808	love	violence	
viewer_4092	love	happiness	
viewer_3221	love	action	
viewer_9483	love	violence	
viewer_4525	love	happiness	
viewer_8147	love	happiness	
viewer_3750	love	violence	
viewer_7305	love	violence	
viewer_5984	love	action	
viewer_310	love	happiness	
viewer_1910	love	action	
viewer_3691	love	violence	
viewer_5001	love	action	
viewer_4586	love	violence	
viewer_4323	love	action	
viewer_1115	love	violence	
viewer_5696	love	action	
viewer_7217	love	happiness	
viewer_6741	love	violence	
viewer_2754	love	action	
viewer_2492	love	action	
viewer_9842	love	action	
viewer_8088	love	violence	
viewer_4790	love	violence	
viewer_4840	love	violence	
viewer_5292	love	action	
viewer_6683	love	action	
viewer_9153	love	violence	
viewer_884	love	action	
viewer_6474	love	horizons	
viewer_758	love	violence	
viewer_8731	love	happiness	
viewer_4654	violence	love	
viewer_1643	love	happiness	
viewer_6056	love	violence	
viewer_5615	love	action	
viewer_901	love	action	
viewer_3758	love	violence	
viewer_7004	love	violence	
viewer_1820	love	happiness	
viewer_823	love	violence	
viewer_2550	love	violence	
viewer_4683	love	violence	
viewer_6709	love	happiness	
viewer_5226	love	happiness	
viewer_2203	love	action	
viewer_9015	love	action	
viewer_8384	love	happiness	
viewer_2055	love	violence	
viewer_7263	love	happiness	
viewer_647	love	violence	
viewer_2074	love	happiness	
viewer_5833	love	violence	
viewer_3620	love	action	
viewer_4764	love	action	
viewer_9133	love	action	
viewer_7317	love	action	
viewer_5671	love	violence	
viewer_5382	love	happiness	
viewer_2748	love	violence	
viewer_5762	love	action	
viewer_1166	love	action	
viewer_2478	love	happiness	
viewer_119	love	violence	
viewer_7673	love	violence	
viewer_5930	love	violence	
viewer_9675	love	happiness	
viewer_2836	love	violence	
viewer_2640	love	happiness	
viewer_4494	love	action	
viewer_8253	love	violence	
viewer_8084	love	violence	
viewer_6347	love	action	
viewer_9896	love	action	
viewer_547	love	horizons	
viewer_9875	love	happiness	
viewer_615	love	happiness	
viewer_7677	love	violence	
viewer_5569	love	action	
viewer_9747	love	happiness	
viewer_5412	love	horizons	
viewer_1251	love	violence	
viewer_5037	love	happiness	
viewer_9337	love	happiness	
viewer_5912	love	violence	
viewer_8216	love	action	
viewer_1666	love	horizons	
viewer_8992	love	violence	
viewer_750	love	happiness	
viewer_9855	love	violence	
viewer_7988	love	violence	
viewer_5032	love	horizons	
viewer_1710	love	action	
viewer_7885	love	action	
viewer_3630	love	violence	
viewer_9444	love	happiness	
viewer_341	love	violence	
viewer_3020	love	violence	
viewer_9748	love	violence	
viewer_3746	love	violence	
viewer_222	love	action	
viewer_155	love	violence	
viewer_6980	love	action	
viewer_1944	love	action	
viewer_5574	love	violence	
viewer_299	love	violence	
viewer_1415	love	violence	
viewer_748	love	violence	
viewer_8321	love	violence	
viewer_7745	love	happiness	
viewer_2773	love	violence	
viewer_690	love	violence	
viewer_6058	love	violence	
viewer_3676	love	action	
viewer_1043	love	happiness	
viewer_314	love	happiness	
viewer_2016	love	violence	
viewer_2689	love	violence	
viewer_8056	love	violence	
viewer_6777	love	violence	
viewer_1590	love	action	
viewer_1926	love	violence	
viewer_4694	love	violence	
viewer_1166	love	happiness	
viewer_7587	love	violence	
viewer_9335	love	violence	
viewer_8688	love	violence	
viewer_5855	love	violence	
viewer_2928	love	violence	
viewer_8167	love	violence	
viewer_8197	love	violence	
viewer_2611	love	happiness	
viewer_2949	love	horizons	
viewer_9854	love	happiness	
viewer_3835	love	violence	
viewer_4963	love	happiness	
viewer_4229	love	violence	
viewer_8849	love	action	
viewer_6292	love	horizons	
viewer_6311	love	horizons	
viewer_2399	love	violence	
viewer_8138	love	action	
viewer_3308	love	violence	
viewer_2320	love	violence	
viewer_1073	love	violence	
viewer_4117	love	violence	
viewer_8287	love	happiness	
viewer_7237	love	happiness	
viewer_7662	love	violence	
viewer_3546	love	violence	
viewer_9756	love	horizons	
viewer_3208	love	happiness	
viewer_244	love	action	
viewer_3586	love	happiness	
viewer_1334	love	happiness	
viewer_5025	love	violence	
viewer_6014	love	action	
viewer_2250	love	violence	
viewer_6236	love	action	
viewer_4233	love	violence	
viewer_1259	love	action	
viewer_2213	love	happiness	
viewer_7367	love	horizons	
viewer_3646	love	violence	
viewer_5395	love	violence	
viewer_470	love	violence	
viewer_9560	love	horizons	
viewer_5326	love	violence	
viewer_4557	love	happiness	
viewer_7493	love	violence	
viewer_8741	love	action	
viewer_8616	love	happiness	
viewer_2889	love	violence	
viewer_8520	love	happiness	
viewer_5173	love	violence	
viewer_6850	love	horizons	
viewer_5576	love	action	
viewer_4324	love	happiness	
viewer_9550	love	action	
viewer_3879	love	happiness	
viewer_9882	love	violence	
viewer_270	love	violence	
viewer_2550	love	action	
viewer_3388	love	action	
viewer_4869	love	violence	
viewer_1255	love	action	
viewer_6517	love	violence	
viewer_3352	love	action	
viewer_5433	love	horizons	
viewer_252	love	action	
viewer_7123	love	action	
viewer_53	love	violence	
viewer_6377	love	happiness	
viewer_5157	love	violence	
viewer_4226	love	violence	
viewer_4542	love	action	
viewer_1197	love	happiness	
viewer_6112	love	violence	
viewer_2851	love	violence	
viewer_4975	love	happiness	
viewer_8021	love	violence	
viewer_5899	love	action	
viewer_7509	love	action	
viewer_1995	love	happiness	
viewer_9926	love	violence	
viewer_1377	love	action	
viewer_5241	love	violence	
viewer_6381	love	violence	
viewer_9769	love	violence	
viewer_3231	love	violence	
viewer_2451	love	action	
viewer_9875	love	happiness	
viewer_1117	love	violence	
viewer_7657	love	violence	
viewer_7038	love	violence	
viewer_9501	love	violence	
viewer_4955	love	violence	
viewer_8171	love	action	
viewer_5112	love	happiness	
viewer_5080	love	action	
viewer_6296	love	action	
viewer_2961	love	action	
viewer_2861	love	action	
viewer_4525	love	violence	
viewer_2201	love	violence	
viewer_1155	love	violence	
viewer_4998	love	violence	
viewer_1110	love	horizons	
viewer_1240	love	violence	
viewer_9617	love	happiness	
viewer_1868	love	violence	
viewer_2319	love	violence	
viewer_7116	love	happiness	
viewer_2114	love	violence	
viewer_945	love	happiness	
viewer_1403	love	violence	
viewer_5712	love	action	
viewer_5872	love	violence	
viewer_218	love	violence	
viewer_5938	love	action	
viewer_8272	love	violence	
viewer_5238	love	violence	
viewer_7786	love	happiness	
viewer_3060	love	action	
viewer_9507	love	violence	
viewer_7212	love	happiness	
viewer_6238	love	happiness	
viewer_2515	love	violence	
viewer_5269	love	happiness	
viewer_2385	love	violence	
viewer_6110	love	happiness	
viewer_3947	love	horizons	
viewer_7633	love	horizons	
viewer_4173	love	violence	
viewer_365	love	violence	
viewer_4535	love	happiness	
viewer_6263	love	happiness	
viewer_7785	love	violence	
viewer_6000	love	violence	
viewer_195	love	violence	
viewer_3394	love	horizons	
viewer_1178	love	happiness	
viewer_492	love	violence	
viewer_9879	love	horizons	
viewer_1354	love	happiness	
viewer_9168	love	horizons	
viewer_7004	love	violence	
viewer_1853	love	action	
viewer_3231	love	violence	
viewer_3449	love	violence	
viewer_4165	love	action	
viewer_2736	love	violence	
viewer_5043	love	action	
viewer_6826	love	happiness	
viewer_6101	love	violence	
viewer_886	love	violence	
viewer_5243	love	happiness	
viewer_4258	love	action	
viewer_6969	love	action	
viewer_768	love	violence	
viewer_5727	love	violence	
viewer_5322	love	violence	
viewer_8062	love	horizons	
viewer_8782	love	violence	
viewer_5731	love	action	
viewer_3816	love	happiness	
viewer_6789	love	happiness	
viewer_9142	love	violence	
viewer_7219	love	happiness	
viewer_6097	love	horizons	
viewer_7515	love	happiness	
viewer_3350	love	horizons	
viewer_5432	love	horizons	
viewer_5465	love	violence	
viewer_2327	love	happiness	
viewer_1138	love	violence	
viewer_9940	love	violence	
viewer_8212	love	happiness	
viewer_9494	love	violence	
viewer_6195	love	violence	
viewer_943	love	happiness	
viewer_4011	love	happiness	
viewer_4234	love	happiness	
viewer_2271	love	violence	
viewer_3875	love	action	
viewer_56	love	violence	
viewer_2938	love	horizons	
viewer_347	love	horizons	
viewer_4382	love	violence	
viewer_5167	love	violence	
viewer_8610	love	action	
viewer_2364	love	happiness	
viewer_1699	love	violence	
viewer_5203	love	violence	
viewer_6388	love	violence	
viewer_2683	love	action	
viewer_7779	love	happiness	
viewer_6027	love	violence	
viewer_7688	love	violence	
viewer_8710	love	violence	
viewer_1954	love	happiness	
viewer_8525	love	violence	
viewer_9981	love	violence	
viewer_3034	love	happiness	
viewer_1521	love	violence	
viewer_4148	love	violence	
viewer_4345	love	violence	
viewer_9630	love	violence	
viewer_6610	love	happiness	
viewer_33	love	happiness	
viewer_5350	love	violence	
viewer_8841	love	happiness	
viewer_3003	love	violence	
viewer_6842	love	violence	
viewer_7678	love	action	
viewer_3401	love	happiness	
viewer_1795	love	happiness	
viewer_5899	love	violence	
viewer_8980	love	horizons	
viewer_1178	love	happiness	
viewer_2611	love	violence	
viewer_6057	love	action	
viewer_434	love	horizons	
viewer_71	love	violence	
viewer_2863	love	violence	
viewer_2141	love	action	
viewer_8273	love	violence	
viewer_6808	love	violence	
viewer_3271	love	horizons	
viewer_9483	love	action	
viewer_7403	love	action	
viewer_3427	love	violence	
viewer_8320	love	violence	
viewer_4591	love	violence	
viewer_1286	love	violence	
viewer_2492	love	horizons	
viewer_1326	love	happiness	
viewer_1132	love	happiness	
viewer_3957	love	action	
viewer_5864	love	happiness	
viewer_1434	love	violence	
viewer_1160	love	action	
viewer_355	love	violence	
viewer_3980	love	violence	
viewer_3108	love	happiness	
viewer_6287	love	violence	
viewer_790	love	violence	
viewer_9111	love	violence	
viewer_5484	love	violence	
viewer_7787	love	violence	
viewer_151	love	violence	
viewer_9724	love	happiness	
viewer_8471	love	happiness	
viewer_3355	love	violence	
viewer_6342	love	violence	
viewer_5033	love	action	
viewer_8923	love	action	
viewer_7314	love	action	
viewer_8178	love	happiness	
viewer_5385	love	violence	
viewer_1998	love	violence	
viewer_4789	love	violence	
viewer_4752	love	violence	
viewer_7246	love	action	
viewer_8431	love	action	
viewer_6812	love	action	
viewer_9732	love	action	
viewer_8972	love	violence	
viewer_3840	love	violence	
viewer_7722	love	happiness	
viewer_2026	love	happiness	
viewer_6495	love	violence	
viewer_3905	love	violence	
viewer_3026	love	violence	
viewer_5061	love	happiness	
viewer_6030	love	action	
viewer_6290	love	action	
viewer_4860	love	action	
viewer_7257	love	horizons	
viewer_9582	love	violence	
viewer_3667	love	violence	
viewer_6438	love	action	
viewer_8092	love	violence	
viewer_4282	love	violence	
viewer_8123	love	violence	
viewer_1004	love	horizons	
viewer_8040	love	violence	
viewer_6442	love	violence	
viewer_2405	love	violence	
viewer_229	love	violence	
viewer_3857	love	action	
viewer_9517	love	violence	
viewer_138	love	violence	
viewer_433	love	violence	
viewer_6156	love	action	
viewer_3438	love	happiness	
viewer_5216	love	violence	
viewer_2605	love	violence	
viewer_7220	love	happiness	
viewer_4830	love	violence	
viewer_9325	love	happiness	
viewer_7489	love	happiness	
viewer_4676	love	violence	
viewer_5443	love	violence	
viewer_1869	love	happiness	
viewer_3943	love	violence	
viewer_1907	love	violence	
viewer_1294	love	violence	
viewer_6406	love	violence	
viewer_5316	love	action	
viewer_2922	love	violence	
viewer_7178	love	happiness	
viewer_8490	love	happiness	
viewer_4045	love	happiness	
viewer_2914	love	violence	
viewer_9775	love	violence	
viewer_4057	love	violence	
viewer_197	love	violence	
viewer_5215	love	happiness	
viewer_5398	love	violence	
viewer_848	love	action	
viewer_9634	love	horizons	
viewer_5436	love	happiness	
viewer_2745	love	action	
viewer_9585	love	violence	
viewer_1716	love	action	
viewer_6814	love	happiness	
viewer_9863	love	violence	
viewer_5209	love	violence	
viewer_2010	love	horizons	
viewer_8942	love	action	
viewer_4195	love	happiness	
viewer_650	love	action	
viewer_9472	love	violence	
viewer_8485	love	action	
viewer_8820	love	violence	
viewer_4935	love	action	
viewer_8216	love	violence	
viewer_3937	love	horizons	
viewer_7297	love	violence	
viewer_5288	love	happiness	
viewer_1569	love	action	
viewer_9544	love	violence	
viewer_663	love	violence	
viewer_7702	love	action	
viewer_7270	love	happiness	
viewer_7318	love	action	
viewer_1494	love	horizons	
viewer_7714	love	happiness	
viewer_755	love	action	
viewer_9264	love	violence	
viewer_9206	love	action	
viewer_1046	love	violence	
viewer_2	love	violence	
viewer_5793	love	violence	
viewer_1060	love	happiness	
viewer_9433	love	violence	
viewer_5453	love	violence	
viewer_6500	love	action	
viewer_9907	love	action	
viewer_8462	love	action	
viewer_5978	love	violence	
viewer_7635	love	action	
viewer_5018	love	violence	
viewer_1392	love	violence	
viewer_4821	love	action	
viewer_9746	love	violence	
viewer_9240	love	action	
viewer_6358	love	happiness	
viewer_8061	love	horizons	
viewer_8767	love	violence	
viewer_9938	love	action	
viewer_8210	love	violence	
viewer_3177	love	violence	
viewer_5551	love	violence	
viewer_2113	love	happiness	
viewer_4138	love	violence	
viewer_9162	love	violence	
viewer_8876	love	action	
viewer_2720	love	violence	
viewer_795	love	happiness	
viewer_4687	love	violence	
viewer_1797	love	violence	
viewer_7143	love	violence	
viewer_3729	love	happiness	
viewer_7957	love	action	
viewer_1066	love	action	
viewer_3133	love	action	
viewer_72	love	violence	
viewer_7034	love	happiness	
viewer_6368	love	violence	
viewer_193	love	violence	
viewer_6976	love	happiness	
viewer_616	love	horizons	
viewer_2990	love	violence	
viewer_2650	love	happiness	
viewer_1606	love	violence	
viewer_7774	love	action	
viewer_5492	love	happiness	
viewer_6170	love	violence	
viewer_1323	love	action	
viewer_4357	love	violence	
viewer_1483	love	happiness	
viewer_9574	love	violence	
viewer_2655	love	happiness	
viewer_6465	love	happiness	
viewer_3728	love	action	
viewer_8449	love	happiness	
viewer_316	love	action	
viewer_3304	love	violence	
viewer_8231	love	action	
viewer_1305	love	happiness	
viewer_6465	love	happiness	
viewer_8584	love	happiness	
viewer_2777	love	horizons	
viewer_5349	love	action	
viewer_4280	love	action	
viewer_7986	love	action	
viewer_3643	love	action	
viewer_5395	love	happiness	
viewer_8576	love	violence	
viewer_7851	love	happiness	
viewer_5156	love	violence	
viewer_5882	love	violence	
viewer_365	love	happiness	
viewer_3492	love	violence	
viewer_8954	love	violence	
viewer_2871	love	happiness	
viewer_4908	love	horizons	
viewer_2780	love	violence	
viewer_62	love	violence	
viewer_3779	love	action	
viewer_5064	love	violence	
viewer_8171	love	happiness	
viewer_9960	love	violence	
viewer_8555	love	horizons	
viewer_5292	love	violence	
viewer_9167	love	violence	
viewer_7040	love	horizons	
viewer_8364	love	violence	
viewer_8910	love	violence	
viewer_4090	love	happiness	
viewer_6518	love	violence	
viewer_7168	love	violence	
viewer_9127	love	action	
viewer_4762	love	action	
viewer_5913	love	violence	
viewer_109	love	action	
viewer_6400	love	horizons	
viewer_5835	love	happiness	
viewer_6419	love	happiness	
viewer_9528	love	violence	
viewer_7919	love	happiness	
viewer_6721	love	action	
viewer_497	love	horizons	
viewer_2165	love	violence	
viewer_1791	love	action	
viewer_4199	love	violence	
viewer_6904	love	violence	
viewer_2497	love	happiness	
viewer_8313	love	violence	
viewer_7066	love	action	
viewer_8042	love	violence	
viewer_8743	love	violence	
viewer_5379	love	happiness	
viewer_1966	love	action	
viewer_4837	love	happiness	
viewer_6538	love	violence	
viewer_5766	love	happiness	
viewer_8682	love	violence	
viewer_9227	love	happiness	
viewer_988	love	violence	
viewer_8816	love	action	
viewer_855	love	violence	
viewer_333	love	action	
viewer_4988	love	action	
viewer_9695	love	violence	
viewer_9508	love	violence	
viewer_8103	love	action	
viewer_4834	love	action	
viewer_7344	love	violence	
viewer_7582	love	violence	
viewer_441	love	horizons	
viewer_3937	love	violence	
viewer_9912	love	violence	
viewer_9908	love	violence	
viewer_8810	love	action	
viewer_9616	love	action	
viewer_6193	love	action	
viewer_5741	love	happiness	
viewer_5008	love	violence	
viewer_1442	love	action	
viewer_2333	love	violence	
viewer_8830	love	violence	
viewer_1107	love	violence	
viewer_1487	love	happiness	
viewer_3585	love	happiness	
viewer_4280	love	violence	
viewer_2711	love	violence	
viewer_7641	love	violence	
viewer_9584	love	happiness	
viewer_7311	love	happiness	
viewer_9681	love	violence	
viewer_6154	love	horizons	
viewer_6030	love	happiness	
viewer_5697	love	violence	
viewer_6845	love	horizons	
viewer_6283	love	violence	
viewer_9201	love	happiness	
viewer_3992	love	violence	
viewer_2619	love	violence	
viewer_1615	love	action	
viewer_6406	love	violence	
viewer_480	love	violence	
viewer_3105	love	violence	
viewer_1344	love	violence	
viewer_2745	love	action	
viewer_6149	love	violence	
viewer_2962	love	violence	
viewer_8509	love	happiness	
viewer_6429	love	violence	
viewer_7360	love	violence	
viewer_5480	love	violence	
viewer_9260	love	action	
viewer_3034	love	happiness	
viewer_3879	love	violence	
viewer_9651	love	violence	
viewer_4755	love	happiness	
viewer_6731	love	action	
viewer_6511	love	happiness	
viewer_6402	love	violence	
viewer_8861	love	action	
viewer_8583	love	happiness	
viewer_8522	love	violence	
viewer_4218	love	violence	
viewer_603	love	violence	
viewer_1031	love	horizons	
viewer_8505	love	action	
viewer_2536	love	violence	
viewer_9615	love	violence	
viewer_4092	love	happiness	
viewer_9523	love	action	
viewer_8492	love	violence	
viewer_2544	love	violence	
viewer_5100	love	action	
viewer_8869	love	horizons	
viewer_1712	love	horizons	
viewer_40	love	happiness	
viewer_3960	love	happiness	
viewer_3298	love	horizons	
viewer_7936	love	action	
viewer_4348	love	happiness	
viewer_154	love	violence	
viewer_2922	love	happiness	
viewer_7372	love	violence	
viewer_6758	love	violence	
viewer_956	love	action	
viewer_7865	love	violence	
viewer_7405	love	violence	
viewer_2113	love	violence	
viewer_6420	love	violence	
viewer_3690	love	violence	
viewer_4808	love	violence	
viewer_726	love	happiness	
viewer_5837	love	violence	
viewer_5357	love	happiness	
viewer_9888	love	action	
viewer_1019	love	action	
viewer_6398	love	violence	
viewer_7714	love	happiness	
viewer_9152	love	violence	
viewer_5916	love	action	
viewer_8227	love	action	
viewer_6742	love	violence	
viewer_702	love	violence	
viewer_9416	love	violence	
viewer_1678	love	horizons	
viewer_5949	love	horizons	
viewer_7706	love	action	
viewer_31	love	violence	
viewer_6798	love	violence	
viewer_759	love	violence	
viewer_9901	love	happiness	
viewer_1318	love	violence	
viewer_24	love	happiness	
viewer_1291	love	violence	
viewer_558	love	violence	
viewer_1204	love	happiness	
viewer_9696	love	violence	
viewer_983	love	violence	
viewer_7505	love	horizons	
viewer_7745	love	violence	
viewer_3187	love	action	
viewer_3315	love	violence	
viewer_345	love	happiness	
viewer_7248	love	horizons	
viewer_7247	love	happiness	
viewer_9582	love	violence	
viewer_621	love	violence	
viewer_9855	love	action	
viewer_5356	love	happiness	
viewer_593	love	violence	
viewer_6296	love	action	
viewer_435	love	violence	
viewer_6630	love	action	
viewer_5145	love	horizons	
viewer_7872	love	violence	
viewer_4770	love	happiness	
viewer_6069	love	happiness	
viewer_9119	love	violence	
viewer_5206	love	action	
viewer_9750	love	violence	
viewer_6891	love	action	
viewer_6398	love	violence	
viewer_8824	love	violence	
viewer_5269	love	violence	
viewer_935	love	violence	
viewer_7397	love	violence	
viewer_5441	love	violence	
viewer_2283	love	violence	
viewer_5970	love	violence	
viewer_4828	love	violence	
viewer_4649	love	violence	
viewer_6558	love	violence	
viewer_7282	love	action	
viewer_2153	love	violence	
viewer_9957	love	violence	
viewer_3234	love	action	
viewer_1107	love	action	
viewer_5985	love	action	
viewer_771	love	violence	
viewer_9783	love	action	
viewer_6595	love	violence	
viewer_7989	love	violence	
viewer_5674	love	happiness	
viewer_394	love	action	
viewer_519	love	violence	
viewer_2369	love	action	
viewer_577	love	violence	
viewer_3978	love	violence	
viewer_5279	love	violence	
viewer_217	love	action	
viewer_4471	love	violence	
viewer_1452	love	happiness	
viewer_2995	love	violence	
viewer_1669	love	action	
viewer_9451	love	action	
viewer_3434	love	violence	
viewer_8025	love	violence	
viewer_354	love	violence	
viewer_8374	love	violence	
viewer_776	love	violence	
viewer_2855	love	happiness	
viewer_269	love	horizons	
viewer_7524	love	violence	
viewer_5792	love	action	
viewer_2424	love	horizons	
viewer_24	love	violence	
viewer_5521	love	violence	
viewer_4883	love	violence	
viewer_378	love	violence	
viewer_2132	love	violence	
viewer_6449	love	violence	
viewer_1369	love	happiness	
viewer_9756	love	violence	
viewer_970	love	action	
viewer_9615	love	violence	
viewer_1481	love	violence	
viewer_9073	love	horizons	
viewer_274	love	action	
viewer_1986	love	happiness	
viewer_7195	love	horizons	
viewer_1823	love	action	
viewer_7908	love	action	
viewer_5141	love	action	
viewer_4007	love	violence	
viewer_922	love	violence	
viewer_155	love	happiness	
viewer_3304	love	happiness	
viewer_9693	love	violence	
viewer_4770	love	action	
viewer_7005	love	violence	
viewer_1776	love	happiness	
viewer_2859	love	violence	
viewer_7730	love	happiness	
viewer_7445	love	violence	
viewer_429	love	action	
viewer_9126	love	happiness	
viewer_5786	love	happiness	
viewer_2055	love	happiness	
viewer_1075	love	happiness	
viewer_6792	love	violence	
viewer_6648	love	action	
viewer_6325	love	violence	
viewer_3618	love	happiness	
viewer_1913	love	action	
viewer_3169	love	happiness	
viewer_9504	love	violence	
viewer_5383	love	violence	
viewer_9968	love	action	
viewer_1821	love	violence	
viewer_92	love	happiness	
viewer_9508	love	violence	
viewer_3925	love	violence	
viewer_1528	love	violence	
viewer_2567	love	action	
viewer_6632	love	violence	
viewer_669	love	action	
viewer_1195	love	horizons	
viewer_9305	love	action	
viewer_6307	love	violence	
viewer_8635	love	action	
viewer_5359	love	violence	
viewer_9438	love	happiness	
viewer_9376	love	violence	
viewer_4322	love	action	
viewer_377	love	violence	
viewer_7353	love	happiness	
viewer_3391	love	action	
viewer_1664	love	violence	
viewer_407	love	violence	
viewer_9535	love	violence	
viewer_1964	love	violence	
viewer_5293	love	violence	
viewer_1143	love	action	
viewer_4306	love	violence	
viewer_3590	love	action	
viewer_1614	love	happiness	
viewer_4152	love	happiness	
viewer_8405	love	violence	
viewer_8258	love	happiness	
viewer_7194	love	action	
viewer_2619	love	violence	
viewer_8052	love	action	
viewer_864	love	violence	
viewer_3713	love	action	
viewer_9867	love	violence	
viewer_550	love	violence	
viewer_1514	love	violence	
viewer_3802	love	horizons	
viewer_2196	love	happiness	
viewer_9502	love	violence	
viewer_6544	love	violence	
viewer_390	love	violence	
viewer_9469	love	violence	
viewer_8842	love	violence	
viewer_662	love	violence	
viewer_9095	love	violence	
viewer_9235	love	happiness	
viewer_4322	love	action	
viewer_5252	love	violence	
viewer_6298	love	happiness	
viewer_7891	love	action	
viewer_7695	love	violence	
viewer_5887	love	happiness	
viewer_1028	love	violence	
viewer_6735	love	happiness	
viewer_3876	love	violence	
viewer_8759	love	violence	
viewer_9487	love	happiness	
viewer_3431	love	violence	
viewer_3755	love	action	
viewer_8878	love	happiness	
viewer_1032	love	happiness	
viewer_9955	love	action	
viewer_1167	love	violence	
viewer_7970	love	violence	
viewer_2198	love	happiness	
viewer_4725	love	action	
viewer_8971	love	happiness	
viewer_8616	love	action	
viewer_31	love	happiness	
viewer_3313	love	action	
viewer_650	love	action	
viewer_8000	love	action	
viewer_4061	love	happiness	
viewer_1452	love	action	
viewer_1674	love	action	
viewer_7209	love	violence	
viewer_2786	love	action	
viewer_3516	love	violence	
viewer_8284	love	violence	
viewer_2936	love	violence	
viewer_2795	love	happiness	
viewer_7034	love	violence	
viewer_207	love	happiness	
viewer_7681	love	action	
viewer_5486	love	violence	
viewer_3417	love	action	
viewer_7353	love	violence	
viewer_5545	love	horizons	
viewer_5511	love	violence	
viewer_2386	love	action	
viewer_3220	love	action	
viewer_755	love	happiness	
viewer_6991	love	action	
viewer_3152	love	horizons	
viewer_660	love	violence	
viewer_9588	love	violence	
viewer_5997	love	action	
viewer_2771	love	horizons	
viewer_2034	love	violence	
viewer_774	love	violence	
viewer_623	love	horizons	
viewer_2013	love	violence	
viewer_6183	love	violence	
viewer_4506	love	happiness	
viewer_9766	love	violence	
viewer_6557	love	horizons	
viewer_8864	love	violence	
viewer_5456	love	violence	
viewer_9550	love	action	
viewer_8546	love	horizons	
viewer_9539	love	violence	
viewer_122	love	action	
viewer_7580	love	action	
viewer_8862	love	violence	
viewer_7883	love	action	
viewer_2087	love	violence	
viewer_1814	love	happiness	
viewer_7948	love	action	
viewer_4081	love	violence	
viewer_6820	love	action	
viewer_9059	love	action	
viewer_6685	love	happiness	
viewer_9209	love	violence	
viewer_6443	love	happiness	
viewer_8674	love	horizons	
viewer_648	love	violence	
viewer_7372	love	action	
viewer_605	love	happiness	
